,Код,Наименование,Район,Улица,Дом,Широта,Долгота,text
19889,641.0,город Екатеринбург,Чкаловский район,Кузнецова,2Г,56.681907,60.585401,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Кузнецова
19890,641.0,город Екатеринбург,Чкаловский район,Альпинистов,85,56.763543,60.742036,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Альпинистов
19891,641.0,город Екатеринбург,Чкаловский район,Альпинистов,77б,56.760249,60.734148,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Альпинистов
19892,641.0,город Екактеринбург,Чкаловский район,"Г. Екатеринбург, 9 км правого поворота с 18 км автодороги Екатеринбург-Челябинск","Г. Екатеринбург, 9 км правого поворота с 18 км автодороги Екатеринбург-Челябинск",56.669269,60.641798,"город Екактеринбург<br>Район: Чкаловский район<br>Улица: Г. Екатеринбург, 9 км правого поворота с 18 км автодороги Екатеринбург-Челябинск"
19895,641.0,город Екатеринбург,Чкаловский район,9 км правого поворота с 18 км автодороги Екатеринбург-Челябинск,,56.669537,60.640656,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 9 км правого поворота с 18 км автодороги Екатеринбург-Челябинск
19897,641.0,город Екатеринбург,Чкаловский район,Славянская,51,56.767696,60.705691,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Славянская
19898,641.0,город Екатеринбург,Чкаловский район,Жуковского,1,56.781836,60.649414,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Жуковского
19899,641.0,город Екатеринбург,Чкаловский район,Альпинистов,40,56.757677,60.714802,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Альпинистов
19900,641.0,город Екатеринбург,Чкаловский район,"Автодорога Екатериннбург-аэропорт Кольцово, 10 км",14,56.773008,60.715464,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: Автодорога Екатериннбург-аэропорт Кольцово, 10 км"
19901,641.0,город Екатеринбург,Чкаловский район,"ДНТ ""Зеленый бор-2""",,56.714999,60.48767,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: ДНТ ""Зеленый бор-2"""
19902,641.0,город Екатеринбург,Чкаловский район,8 Марта,207,56.788808,60.610607,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 Марта
19903,641.0,город Екатеринбург,Чкаловский район,8 Марта,190,56.803643,60.610716,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 Марта
19904,641.0,город Екатеринбург,Чкаловский район,Черняховского,106,56.751155,60.755971,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Черняховского
19907,641.0,город Екатеринбург,Чкаловский район,Родонитовая,22,56.792099,60.62667,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Родонитовая
19909,641.0,город Екатеринбург,Чкаловский район,Агрономическая,14,56.777796,60.605732,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Агрономическая
19910,641.0,город Екатеринбург,Чкаловский район,Башкирский,44,56.740941,60.710421,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Башкирский
19911,641.0,город Екатеринбург,Чкаловский район,Коллективный,19,56.761537,60.608955,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Коллективный
19913,641.0,город Екатеринбург,Чкаловский район,8 марта,202а,56.799256,60.609587,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 марта
19915,641.0,город Екатеринбург,Чкаловский район,Щербакова,47,56.781495,60.654071,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Щербакова
19916,641.0,город Екатеринбург,Чкаловский район,Рощинская,25,56.782134,60.66648,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Рощинская
19917,641.0,город Екатеринбург,Чкаловский район,8 Марта,187,56.794206,60.609128,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 Марта
19918,641.0,город Екатеринбург,Чкаловский район,Черняховского,86,56.759462,60.751378,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Черняховского
19920,641.0,город Екатеринбург,Чкаловский район,"СТ ""Ветеран""",,56.699387,60.647857,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: СТ ""Ветеран"""
19921,641.0,город Екатеринбург,Чкаловский район,Сухоложская,7,56.774656,60.610538,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Сухоложская
19923,641.0,город Екатеринбург,Чкаловский район,Агрономическая,41,56.77379,60.608253,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Агрономическая
19925,641.0,город Екатеринбург,Чкаловский район,Зимняя,20,56.778697,60.654021,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Зимняя
19926,641.0,город Екатеринбург,Чкаловский район,Молодогвардейцев,45,56.78621,60.672675,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Молодогвардейцев
19927,641.0,город Екатеринбург,Чкаловский район,Ляпустина,33а,56.765898,60.597329,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Ляпустина
19928,641.0,город Екатеринбург,Чкаловский район,Эскадронная,43,56.766295,60.588828,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Эскадронная
19929,641.0,город Екатеринбург,Чкаловский район,Дунитовый,18а,56.780068,60.655991,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Дунитовый
19930,641.0,город Екатеринбург,Чкаловский район,Молодогвардейцев,1,56.784245,60.667471,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Молодогвардейцев
19931,641.0,город Екатеринбург,Чкаловский район,Благодатская,16,56.784071,60.641756,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Благодатская
19932,641.0,город Екатеринбург,Чкаловский район,Ашхабадский,2,56.76379,60.59699,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Ашхабадский
19933,641.0,город Екатеринбург,Чкаловский район,Кварцевая,3,56.781856,60.630296,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Кварцевая
19934,641.0,город Екатеринбург,Чкаловский район,Яблоневая,17,56.788142,60.675731,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Яблоневая
19935,641.0,город Екатеринбург,Чкаловский район,Мраморская,17,56.785688,60.64291,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Мраморская
19936,641.0,город Екатеринбург,Чкаловский район,Павлодарская,55,56.784642,60.635879,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Павлодарская
19937,641.0,город Екатеринбург,Чкаловский район,Можайского,50,56.782613,60.633746,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Можайского
19938,641.0,город Екатеринбург,Чкаловский район,8 Марта,145,56.808498,60.612835,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 Марта
19940,641.0,город Екатеринбург,Чкаловский район,"С. Рудный, СНТ ""Земляне""",,56.698303,60.644767,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: С. Рудный, СНТ ""Земляне"""
19941,641.0,город Екатеринбург,Чкаловский район,Родонитовая,32,56.791081,60.628496,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Родонитовая
19942,641.0,город Екатеринбург,Чкаловский район,Родонитовая,32,56.789901,60.628716,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Родонитовая
19943,641.0,город Екатеринбург,Чкаловский район,Щербакова,8а,56.787197,60.64905,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Щербакова
19944,641.0,город Екатеринбург,Чкаловский район,Малахитовый,8,56.765971,60.600601,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Малахитовый
19945,641.0,город Екатеринбург,Чкаловский район,Бисертская,134,56.756939,60.631807,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Бисертская
19946,641.0,город Екатеринбург,Чкаловский район,Самолетная,55,56.771613,60.627102,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Самолетная
19947,641.0,город Екатеринбург,Чкаловский район,Правый берег реки Патрушихи,,56.737793,60.615364,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Правый берег реки Патрушихи
19948,641.0,город Екатеринбург,Чкаловский район,8 марта,149,56.807551,60.612,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 марта
19950,641.0,город Екатеринбург,Чкаловский район,На северо-востоке от поселка Верхнемакарово,,56.718163,60.309041,город Екатеринбург<br>Район: Чкаловский район<br>Улица: На северо-востоке от поселка Верхнемакарово
19951,641.0,город Екатеринбург,Чкаловский район,Приисковая,,56.621228,60.522324,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Приисковая
19952,641.0,город Екатеринбург,Чкаловский район,Патриса Лумумбы,4Б,56.772831,60.598734,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Патриса Лумумбы
19954,641.0,город Екатеринбург,Чкаловский район,Бисертская,18,56.744208,60.613053,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Бисертская
19955,641.0,город Екатеринбург,Чкаловский район,Умельцев,1,56.764661,60.591356,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Умельцев
19956,641.0,город Екатеринбург,Чкаловский район,Щербакова,4,56.788552,60.650684,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Щербакова
19958,641.0,город Екатеринбург,Чкаловский район,Крестинского,63А,56.794805,60.632167,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Крестинского
19961,641.0,город Екатеринбург,Чкаловский район,Циолковского-Чайковского-Авиационная-Чапаева,1,56.805533,60.61944,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Циолковского-Чайковского-Авиационная-Чапаева
19963,641.0,город Екатеринбург,Чкаловский район,Бородина,9,56.750906,60.695374,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Бородина
19964,641.0,город Екатеринбург,Чкаловский район,"0,5 км Восточнее кладбища ""Лесное""",,56.75076,60.46409,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: 0,5 км Восточнее кладбища ""Лесное"""
19965,641.0,город Екатеринбург,Чкаловский район,Родонитовая,"34,36,38",56.79141,60.628157,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Родонитовая
19966,641.0,город Екатеринбург,Чкаловский район,Щербакова,141,56.76938,60.669055,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Щербакова
19967,641.0,город Екатеринбург,Чкаловский район,Переулок Коллективный,21,56.761315,60.609069,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Переулок Коллективный
19968,641.0,город Екатеринбург,Чкаловский район,"Хутор, мкр. Солнечный",,56.732803,60.54935,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: Хутор, мкр. Солнечный"
19969,641.0,город Екатеринбург,Чкаловский район,Монтерская,3,56.782721,60.613753,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Монтерская
19970,641.0,город Екатеринбург,Чкаловский район,Походная,72,56.775213,60.635177,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Походная
19971,641.0,город Екатеринбург,Чкаловский район,8 Марта,173,56.803815,60.613504,город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 Марта
19972,641.0,город Екатеринбург,Чкаловский район,Косарева,5,56.749094,60.696591,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Косарева
19973,641.0,город Екатеринбург,Чкаловский район,Московская,285,56.798054,60.596786,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Московская
19974,641.0,город Екатеринбург,Чкаловский район,"Челябинский тракт, 16-й километр, п. Торфянник",,56.712668,60.72957,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: Челябинский тракт, 16-й километр, п. Торфянник"
19975,641.0,город Екатеринбург,Чкаловский район,"3,5 км южнее поселка Елизавет, дорога на п. Рудный",,56.70764,60.600589,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: 3,5 км южнее поселка Елизавет, дорога на п. Рудный"
19977,641.0,город Екатеринбург,Чкаловский район,"С. Горный ЩИт, Будённого",1 Б,56.69091,60.509852,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: С. Горный ЩИт, Будённого"
19978,641.0,город Екатеринбург,Чкаловский район,Славянская,68,56.768154,60.710007,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Славянская
19979,641.0,город Екатеринбург,Чкаловский район,Симферопольская,24,56.773208,60.587747,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Симферопольская
19980,641.0,город Екатеринбург,Чкаловский район,Симферопольская,16,56.773632,60.584057,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Симферопольская
19982,641.0,город Екатеринбург,Чкаловский район,Новинская,2У,56.767766,60.617048,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Новинская
19984,641.0,город Екатеринбург,Чкаловский район,Титова,56,56.77044,60.613902,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Титова
19985,641.0,город Екатеринбург,Чкаловский район,Пер. Хибиногорский,33,56.754887,60.732647,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Пер. Хибиногорский
19986,641.0,город Екатеринбург,Чкаловский район,Патриотов,1,56.782361,60.670741,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Патриотов
19987,641.0,город Екатеринбург,Чкаловский район,Селькоровская,120,56.741049,60.601134,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Селькоровская
19988,641.0,город Екатеринбург,Чкаловский район,Свердлова,48 А,56.694666,60.53817,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Свердлова
19989,641.0,город Екатеринбург,Чкаловский район,Шварца,6 корпус 1,56.795909,60.616658,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Шварца
19990,641.0,город Екатеринбург,Чкаловский район,"Поселок Рудный, СНТ ""Лесные братья"", 148",,56.701867,60.631869,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: Поселок Рудный, СНТ ""Лесные братья"", 148"
19991,641.0,город Екатеринбург,Чкаловский район,Титова,27,56.774038,60.613806,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Титова
19992,641.0,город Екатеринбург,Чкаловский район,Крестинского,37/2,56.790958,60.621702,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Крестинского
19993,641.0,город Екатеринбург,Чкаловский район,Бисертская,132,56.757792,60.627363,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Бисертская
19994,641.0,город Екатеринбург,Чкаловский район,"Поселок Рудный, Опытный завод",,56.702039,60.629591,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: Поселок Рудный, Опытный завод"
19995,641.0,город Екатеринбург,Чкаловский район,"Поселок Рудный, Опытный завод",,56.705238,60.629508,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: Поселок Рудный, Опытный завод"
19996,641.0,город Екатеринбург,Чкаловский район,"8 Марта, Степана Разина","173, 128",56.803935,60.61348,"город Екатеринбург<br>Район: Чкаловский район<br>Улица: 8 Марта, Степана Разина"
19998,641.0,город Екатеринбург,Чкаловский район,Союзная,6,56.807209,60.605963,город Екатеринбург<br>Район: Чкаловский район<br>Улица: Союзная
